"occurrenceID"	"basisOfRecord"	"institutionCode"	"collectionCode"	"catalogNumber"	"voucherNONDWC"	"tipoNONDWC"	"language"	"institutionID"	"collectionID"	"ID.del.conjunto.de.datos.NONDWC"	"Nombre.del.conjunto.de.datos.NONDWC"	"Comentarios.del.registro.biologico.NONDWC"	"Numero.de.registro.NONDWC"	"recordedBy"	"individualCount"	"sex"	"lifeStage"	"preparations"	"otherCatalogNumbers"	"samplingProtocol"	"eventDate"	"Hora.del.evento.NONDWC"	"verbatimEventDate"	"Habitat.NONDWC"	"Numero.de.campo.NONDWC"	"Comentarios.del.evento.NONDWC"	"ID.de.la.ubicacion.NONDWC"	"higherGeography"	"Continente.NONDWC"	"Cuerpo.de.agua.NONDWC"	"country"	"countryCode"	"Subcuenca.NONDWC"	"stateProvince"	"county"	"Centro.poblado...NONDWC"	"locality"	"verbatimLocality"	"verbatimElevation"	"Elevacion.Minima.NONDWC"	"Elevacion.Maxima.NONDWC"	"Profundidad.original.NONDWC"	"verbatimCoordinates"	"verbatimLatitude"	"verbatimLongitude"	"verbatimCoordinateSystem"	"SRS.original.NONDWC"	"decimalLatitude"	"decimalLongitude"	"Datum.NONDWC"	"Incertidumbre.coordenadas.NONDWC"	"Identificado.por.NONDWC"	"Fecha.georreferenciacion.NONDWC"	"Protocolo.de.georreferenciacion.NONDWC"	"Fuentes.de.georreferenciacion.NONDWC"	"Comentarios.georreferenciacion.NONDWC"	"Error.georreferenciacion.NONDWC"	"identifiedBy"	"dateIdentified"	"identificationQualifier"	"Nombre.original.NONDWC"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"specificEpithet"	"scientificName"	"scientificNameAuthorship"	"taxonRank"	"Categoria.original.del.taxon.NONDWC"	"taxonomicStatus"	"validForOrinoco"	"threatRank"	"endemic"	"ODC"	"migratory"	"eventDateMonthYear"
"IAvH:IAvH:001841"	"Especímen preservado"	"IAvH"	"IAvH-P"	1841	"IAVH1841"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Auditoria Ambiental"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"1/18/1993"	NA	"1/18/1993"	NA	NA	NA	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Caño Iquía"	"Caño Iquia"	236	NA	NA	NA	NA	NA	NA	NA	NA	4.963594	-72.59901	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al caño Iquia (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Jonathan Armbruster"	"11/07/2006"	NA	"Hypostomus niceforoi"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Hypostomus"	"niceforoi"	"Hypostomus niceforoi"	"\"(Fowler, 1943)\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"01-1993"
"IAvH:IAvH:001842"	"Especímen preservado"	"IAvH"	"IAvH-P"	1842	"IAVH1842"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Auditoria Ambiental"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"1/18/1993"	NA	"1/18/1993"	NA	NA	"Proyecto Inyección aguas de formación"	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Caño Iquía"	"Caño Iquia"	236	NA	NA	NA	NA	NA	NA	NA	NA	4.963594	-72.59901	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al caño Iquia (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Juan D. Bogotá"	"11/01/2003"	NA	"Cynopotamus"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Cynopotamus"	"bipunctatus"	"Cynopotamus bipunctatus"	"\"Pellegrin, 1909\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"01-1993"
"IAvH:IAvH:001844"	"Especímen preservado"	"IAvH"	"IAvH-P"	1844	"IAVH1844"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Auditoria Ambiental"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"1/18/1993"	NA	"1/18/1993"	NA	NA	NA	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Caño Iquía"	"Caño Iquia"	236	NA	NA	NA	NA	NA	NA	NA	NA	4.963594	-72.59901	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al caño Iquia (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Francisco Provenzano"	"04/01/2005"	NA	"Spatuloricaria"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Spatuloricaria"	NA	"Spatuloricaria sp."	NA	"Género"	"sp."	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"01-1993"
"IAvH:IAvH:001845"	"Especímen preservado"	"IAvH"	"IAvH-P"	1845	"IAVH1845"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Auditoria Ambiental"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"1/18/1993"	NA	"1/18/1993"	NA	NA	"Proyecto inyección de aguas de formación"	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"\"Caño Iquía, cerca al pozo Leticia\""	"\"Caño Iquia, cerca al pozo Leticia\""	236	NA	NA	NA	NA	NA	NA	NA	NA	4.963594	-72.59901	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al caño Iquia. No se localizó el pozo Leticia (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Mauricio Camargo"	NA	NA	"Prochilodus mariae"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Prochilodontidae"	"Prochilodus"	"mariae"	"Prochilodus mariae"	"\"Eigenmann, 1922\""	"Especie"	NA	"Aceptado"	"No"	"No"	"Si"	"Si"	"Si"	"01-1993"
"IAvH:IAvH:001846"	"Especímen preservado"	"IAvH"	"IAvH-P"	1846	"IAVH1846"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Auditoria Ambiental"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"1/18/1993"	NA	"1/18/1993"	NA	NA	"Proyecto Inyección de aguas de formación"	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"\"Caño Iquía, cerca al pozo Leticia\""	"\"Caño Iquia, cerca al pozo Leticia\""	236	NA	NA	NA	NA	NA	NA	NA	NA	4.963594	-72.59901	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al caño Iquia. No se localizó el pozo Leticia (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Mauricio Camargo"	NA	NA	"Hoplias malabaricus"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Erythrinidae"	"Hoplias"	"malabaricus"	"Hoplias malabaricus"	"\"(Bloch, 1794)\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"01-1993"
"IAvH:IAvH:001848"	"Especímen preservado"	"IAvH"	"IAvH-P"	1848	"IAVH1848"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"01/01/1993"	NA	"01/01/1993"	NA	NA	"BP Exploration"	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Aguablanca"	"Qda. Aguablanca"	448	NA	NA	NA	"4 55 0 -72 42 0"	"4 55 0"	"72 42 0"	NA	NA	5.005353	-72.75165	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Aguablanca (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Fernando Rodriguez"	NA	NA	"Ancistrus triradiatus"	"Animalia"	"Chordata"	"Actinopterygii"	"Siluriformes"	"Loricariidae"	"Ancistrus"	"triradiatus"	"Ancistrus triradiatus"	"\"Eigenmann, 1918\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"01-1993"
"IAvH:IAvH:001853"	"Especímen preservado"	"IAvH"	"IAvH-P"	1853	"IAVH1853"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	10	NA	NA	"Animal completo (ETOH)"	NA	NA	"11/01/1992"	NA	"11/01/1992"	NA	NA	NA	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"Quebrada El Cortijo"	"Qda. El Cortijo"	275	NA	NA	NA	"5.1666 --72.5500"	"51666"	"-725500"	NA	NA	5.160508	-72.55256	"WGS84"	NA	"Irene Aconcha"	"3/17/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la cabecera de Aguazul. No se localizó la quebrada el Cortijo (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 5)\""	NA	"César Román-Valencia"	"9/26/2000"	NA	"Bryconamericus cismontanus"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Bryconamericus"	"cismontanus"	"Bryconamericus cismontanus"	"\"Eigenmann, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"11-1992"
"IAvH:IAvH:001854"	"Especímen preservado"	"IAvH"	"IAvH-P"	1854	"IAVH1854"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	10	NA	NA	"Animal completo (ETOH)"	NA	NA	"11/01/1992"	NA	"11/01/1992"	NA	NA	"Proyecto Cupiagua J."	"CO:85010"	"\"América, Sudamérica, Colombia, Casanare, Aguazul\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Aguazul"	NA	"Quebrada El Cortijo"	"Qda. El Cortijo"	275	NA	NA	NA	"5.1666 --72.5500"	"51666"	"-725500"	NA	NA	5.160508	-72.55256	"WGS84"	NA	"Irene Aconcha"	"3/17/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la cabecera de Aguazul. No se localizó la quebrada el Cortijo (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 5)\""	NA	"Juan D. Bogotá"	"04/12/2004"	NA	"Bryconamericus alpha"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Knodus"	"alpha"	"Knodus alpha"	"\"(Eigenmann, 1914)\""	"Especie"	NA	"Aceptado"	"No"	"No"	"No"	"No"	"No"	"11-1992"
"IAvH:IAvH:001856"	"Especímen preservado"	"IAvH"	"IAvH-P"	1856	"IAVH1856"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"01/01/1993"	NA	"01/01/1993"	NA	NA	"Proyecto Buenos Aires"	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Sanjuanera"	"Qda. Sanjuanera"	454	NA	NA	NA	NA	NA	NA	NA	NA	5.023201	-72.74086	"WGS84"	NA	"Irene Aconcha"	"3/17/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la cabecera municipal de Tauramena. No se localizó la quebrada Sanjuanera (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 5)\""	NA	"Fernando Rodriguez"	NA	NA	"Parodon apolinari"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Parodontidae"	"Parodon"	"apolinari"	"Parodon apolinari"	"\"Myers, 1930\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"Si"	"No"	"No"	"01-1993"
"IAvH:IAvH:001857"	"Especímen preservado"	"IAvH"	"IAvH-P"	1857	"IAVH1857"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"01/01/1993"	NA	"01/01/1993"	NA	NA	"Proyecto Buenos Aires"	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Chitamena"	"Río Chitamena"	332	NA	NA	NA	"4 54 0 -72 30 0"	"4 54 0"	"72 30 0"	NA	NA	4.943011	-72.75284	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Chitamena (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Fernando Rodriguez"	NA	NA	"Aphyocharax alburnus"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Aphyocharax"	"alburnus"	"Aphyocharax alburnus"	"\"(Günther, 1869)\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"01-1993"
"IAvH:IAvH:001858"	"Especímen preservado"	"IAvH"	"IAvH-P"	1858	"IAVH1858"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"01/01/1993"	NA	"01/01/1993"	NA	NA	"Oleoducto Buenos Aires"	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Chitamena"	"Río Chitamena"	332	NA	NA	NA	"4 54 0 -72 30 0"	"4 54 0"	"72 30 0"	NA	NA	4.943011	-72.75284	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Chitamena (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Fernando Rodriguez"	NA	NA	"Astyanax integer"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Astyanax"	"integer"	"Astyanax integer"	"\"Myers, 1930\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"01-1993"
"IAvH:IAvH:001859"	"Especímen preservado"	"IAvH"	"IAvH-P"	1859	"IAVH1859"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	6	NA	NA	"Animal completo (ETOH)"	NA	NA	"01/01/1993"	NA	"01/01/1993"	NA	NA	NA	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Sanjuanera"	"Qda. Sanjuanera"	454	NA	NA	NA	NA	NA	NA	NA	NA	5.023201	-72.74086	"WGS84"	NA	"Irene Aconcha"	"3/17/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la cabecera municipal de Tauramena. No se localizó la quebrada Sanjuanera (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 5)\""	NA	"César Román-Valencia"	"9/26/2000"	NA	"Bryconamericus cismontanus"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Bryconamericus"	"cismontanus"	"Bryconamericus cismontanus"	"\"Eigenmann, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"01-1993"
"IAvH:IAvH:001861"	"Especímen preservado"	"IAvH"	"IAvH-P"	1861	"IAVH1861"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	2	NA	NA	"Animal completo (ETOH)"	NA	NA	"01/01/1993"	NA	"01/01/1993"	NA	NA	"Proyecto Buenos Aires"	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Río Chitamena"	"Río Chitamena"	332	NA	NA	NA	"4 54 0 -72 30 0"	"4 54 0"	"72 30 0"	NA	NA	4.943011	-72.75284	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al río Chitamena (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Fernando Rodriguez"	NA	NA	"Charax metae"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Charax"	"metae"	"Charax metae"	"\"Eigenmann, 1922\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"Si"	"No"	"No"	"01-1993"
"IAvH:IAvH:001863"	"Especímen preservado"	"IAvH"	"IAvH-P"	1863	"IAVH1863"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"01/01/1993"	NA	"01/01/1993"	NA	NA	"Proyecto Buenos Aires D"	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Aguablanca"	"Qda. Aguablanca"	448	NA	NA	NA	"4 55 0 -72 42 0"	"4 55 0"	"72 42 0"	NA	NA	5.005353	-72.75165	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la quebrada Aguablanca (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Carlos García-Alzate"	"10/01/2008"	NA	"Hemigrammus barrigonae"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Hemigrammus"	"barrigonae"	"Hemigrammus barrigonae"	"\"Eigenmann & Henn, 1914\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"01-1993"
"IAvH:IAvH:001864"	"Especímen preservado"	"IAvH"	"IAvH-P"	1864	"IAVH1864"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Fernando Rodriguez"	10	NA	NA	"Animal completo (ETOH)"	NA	NA	"01/01/1993"	NA	"01/01/1993"	NA	NA	"Proyecto Buenos Aires D"	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Quebrada Sanjuanera"	"Qda. Sanjuanera"	454	NA	NA	NA	NA	NA	NA	NA	NA	5.023201	-72.74086	"WGS84"	NA	"Irene Aconcha"	"3/17/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden a la cabecera municipal de Tauramena. No se localizó la quebrada Sanjuanera (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 5)\""	NA	"Juan D. Bogotá"	"04/12/2004"	NA	"Bryconamericus alpha"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Knodus"	"alpha"	"Knodus alpha"	"\"(Eigenmann, 1914)\""	"Especie"	NA	"Aceptado"	"No"	"No"	"No"	"No"	"No"	"01-1993"
"IAvH:IAvH:001869"	"Especímen preservado"	"IAvH"	"IAvH-P"	1869	"IAVH1869"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Auditoria Ambiental"	1	NA	NA	"Animal completo (ETOH)"	NA	NA	"1/18/1993"	NA	"1/18/1993"	NA	NA	"BP Exploration"	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"Caño Iquía"	"Caño Iquia"	236	NA	NA	NA	NA	NA	NA	NA	NA	4.963594	-72.59901	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al caño Iquia (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"Juan D. Bogotá"	"5/31/2004"	NA	"Crenicichla geayi"	"Animalia"	"Chordata"	"Actinopterygii"	"Cichliformes"	"Cichlidae"	"Crenicichla"	"geayi"	"Crenicichla geayi"	"\"Pellegrin, 1903\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"01-1993"
"IAvH:IAvH:001871"	"Especímen preservado"	"IAvH"	"IAvH-P"	1871	"IAVH1871"	"Objeto físico"	"es"	"820.000.142-2"	"Registro Nacional de Colecciones: 3"	NA	NA	NA	NA	"Auditoria Ambiental"	6	NA	NA	"Animal completo (ETOH)"	NA	NA	"1/18/1993"	NA	"1/18/1993"	NA	NA	NA	"CO:85410"	"\"América, Sudamérica, Colombia, Casanare, Tauramena\""	"SA"	NA	"Colombia"	"CO"	"Meta"	"Casanare"	"Tauramena"	NA	"\"Piscina pozo Leticia, aledaño caño Iquía\""	"\"Piscinas pozo Leticia, aledaño caño Iquia\""	236	NA	NA	NA	NA	NA	NA	NA	NA	4.963594	-72.59901	"WGS84"	NA	"Irene Aconcha"	"03/10/2015"	"\"Sua, S., Mateus, R.D. Y Vargas J.C. (2004) Georeferenciación de registros biológicos y gacetero digital de localidades. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Bogotá, Colombia. 69p\""	"Google Earth + Geoportal IGAC"	"\"Coordenadas corresponden al caño Iquia. No se localizó el pozo Leticia (Calidad de la georreferenciación, frente a la utilización de la información de la localidad: 4)\""	NA	"César Román-Valencia"	NA	NA	"Astyanax bimaculatus"	"Animalia"	"Chordata"	"Actinopterygii"	"Characiformes"	"Characidae"	"Astyanax"	"bimaculatus"	"Astyanax bimaculatus"	"\"(Linnaeus, 1758)\""	"Especie"	NA	"Aceptado"	"Si"	"No"	"No"	"No"	"No"	"01-1993"
